sentence,review
کھڑکی,negative
کھلڑی,negative
کھنڈت,negative
کھوتا,negative
کھوسٹ,negative
کواڑی,negative
کوچکی,negative
کودکی,negative
کونچی,negative
کونڈہ,negative
کیکڑا,negative
گُتھی,negative
گُھٹن,negative
گُھمس,negative
گُودڑ,negative
گِٹھا,negative
گِردہ,negative
گِلٹی,negative
گالور,negative
گپ شپ,negative
گتھّی,negative
گٹھلی,negative
گداگر,negative
گڈ مڈ,negative
گذراں,negative
گرِدہ,negative
گراری,negative
گرداب,negative
گرسنہ,negative
گروسر,negative
گریاں,negative
گفتار,negative
گل خن,negative
گلانا,negative
گلوکش,negative
گم صم,negative
گنٹھا,negative
گنجلک,negative
گندھک,negative
گنگنا,negative
گھاٹا,negative
گھاٹی,negative
گھامڑ,negative
گھانی,negative
گھائل,negative
گھپلا,negative
گھٹاؤ,negative
گھٹنا,negative
گھرّی,negative
گھرکی,negative
گھرنی,negative
گھڑکی,negative
گھڑنا,negative
گھسیٹ,negative
گھلاؤ,negative
گومڑا,negative
گومگو,negative
گوہمن,negative
گویّے,negative
گیگلا,negative
لُٹاؤ,negative
لُٹنا,negative
لُچّا,negative
لُچّر,negative
لُغوب,negative
لُنجا,negative
لُنگی,negative
لاٹھی,negative
لاچار,negative
لادوا,negative
لاعلم,negative
لاغری,negative
لب چش,negative
لبادا,negative
لبیرا,negative
لپائی,negative
لپکنا,negative
لت پت,negative
لتھڑا,negative
لٹاؤُ,negative
لجاجت,negative
لجلجا,negative
لرزاں,negative
لرزتا,negative
لڑائی,negative
لڑیتا,negative
لشکار,negative
لغزاں,negative
لفافہ,negative
لکھنی,negative
للکار,negative
لمبّا,negative
لنگار,negative
لنگوٹ,negative
لہاشم,negative
لوالو,negative
لوبھی,negative
لوگڑا,negative
لے دے,negative
لیٹرا,negative
لیٹنا,negative
مَٹھا,negative
مَلِک,negative
مَیلا,negative
مُبتل,negative
مُٹھی,negative
مُحرق,negative
مُدّت,negative
مُردہ,negative
مُرکی,negative
مُسِن,negative
مُسرف,negative
مُشرک,negative
مُشکل,negative
مُضِر,negative
مُظلم,negative
مُفسد,negative
مُفلس,negative
مُکّا,negative
مُکاّ,negative
مُلحد,negative
مُندا,negative
مُہرا,negative
مُہرہ,negative
مُوٹھ,negative
مِدیہ,negative
مِرّہ,negative
مِرجل,negative
مِزبر,negative
ماکند,negative
مالور,negative
مانڈو,negative
مانڈی,negative
مبتدی,negative
مبتلا,negative
مبذّر,negative
متبّع,negative
متجسس,negative
متشدد,negative
متغلب,negative
متفکر,negative
متفنی,negative
متکبر,negative
متمرد,negative
متملق,negative
متنفر,negative
متوجہ,negative
متوحش,negative
متورم,negative
مجاور,negative
مجرفہ,negative
مجنوں,negative
مجہول,negative
محارب,negative
محراب,negative
محزوں,negative
محیضہ,negative
مخاصم,negative
مختلط,negative
مختوم,negative
مخدوش,negative
مخرّب,negative
مخصمہ,negative
مخلوط,negative
مخمصہ,negative
مخنّث,negative
مخوّف,negative
مداخل,negative
مداری,negative
مدامی,negative
مدخنہ,negative
مدفون,negative
مدمّغ,negative
مدہوش,negative
مذبوح,negative
مذکور,negative
مراقی,negative
مرتاض,negative
مرتشی,negative
مرتکا,negative
مرعوب,negative
مرموز,negative
مروّج,negative
مسافر,negative
مستتر,negative
مسخّر,negative
مسخرا,negative
مسلّط,negative
مسہری,negative
مسودہ,negative
مشتہر,negative
مشقّت,negative
مشوّش,negative
مضروب,negative
مضمون,negative
مطربی,negative
مطعون,negative
مطلبی,negative
مطمعن,negative
مطوّا,negative
معائب,negative
معباہ,negative
معتاد,negative
معترض,negative
معرکہ,negative
معزول,negative
معسکر,negative
معصیت,negative
معطّل,negative
معمّا,negative
معمول,negative
معیدت,negative
مغنّی,negative
مفتری,negative
مفتوح,negative
مفتوں,negative
مفتون,negative
مفرّط,negative
مفسّد,negative
مفسدہ,negative
مفلسی,negative
مقاتل,negative
مقالہ,negative
مقتول,negative
مقفّل,negative
مقنعۃ,negative
مقیاس,negative
مکّار,negative
مکّدر,negative
مکاّر,negative
مکرنا,negative
مکفوف,negative
ملُول,negative
ملامت,negative
ملاوٹ,negative
ملائی,negative
ملبوس,negative
ملتوی,negative
ملوّث,negative
ملونی,negative
ممتحن,negative
مناعی,negative
منجّم,negative
منحنی,negative
منحوس,negative
مندرس,negative
منڈلی,negative
منسلک,negative
منشفت,negative
منطقہ,negative
منغّض,negative
منقاد,negative
منقار,negative
منقطع,negative
منگتا,negative
منہضم,negative
منہوم,negative
مہکار,negative
مہورت,negative
مواقع,negative
موتیں,negative
موجزن,negative
مودھو,negative
مورکھ,negative
موضوع,negative
موقعہ,negative
موکھا,negative
مے کش,negative
میدان,negative
میزاب,negative
مینگو,negative
نَراج,negative
نُبلہ,negative
نِطاق,negative
نِکھد,negative
نابلد,negative
ناجنس,negative
ناخام,negative
ناخوب,negative
ناداں,negative
نازلہ,negative
ناصاف,negative
نالاں,negative
نائبہ,negative
نپانہ,negative
نٹھلا,negative
نجومی,negative
نخالص,negative
نخزین,negative
نخصمی,negative
ندیدا,negative
نرادر,negative
نرخرا,negative
نرلاج,negative
نرمیا,negative
نروئی,negative
نزاعی,negative
نسلیں,negative
نسیاں,negative
نسیان,negative
نشیبی,negative
نشیمن,negative
نقالی,negative
نقلیا,negative
نکٹھو,negative
نکمّا,negative
نکھٹو,negative
نلجّا,negative
نمّام,negative
نمامی,negative
نمناک,negative
ننّھا,negative
نہانی,negative
نوالہ,negative
نودان,negative
نوردہ,negative
نوزاد,negative
نیانا,negative
ہُلّڑ,negative
ہانکا,negative
ہاویہ,negative
ہبکار,negative
ہبنّق,negative
ہٹانا,negative
ہٹیلا,negative
ہرچند,negative
ہڑکنا,negative
ہزیمت,negative
ہل چل,negative
ہلاکت,negative
ہلانا,negative
ہلپھا,negative
ہندسہ,negative
ہنسنا,negative
ہنگار,negative
ہوائی,negative
ہیجڑا,negative
ہینڈل,negative
ہیہات,negative
وِڈّو,negative
وِقام,negative
واہمے,negative
وبائی,negative
ودھوا,negative
وسوسہ,negative
وسوسے,negative
وقوعہ,negative
وناشی,negative
وہابی,negative
یافوخ,negative
یبوست,negative
یخالے,negative
یرقان,negative
یعلول,negative
یلغار,negative
اَبر,negative
اَبس,negative
اَکڑ,negative
اَنا,negative
اَنش,negative
اَنگ,negative
اَنی,negative
اَین,negative
اُتی,negative
اُٹھ,negative
اُجڈ,negative
اُجڑ,negative
اُڑن,negative
اُلٹ,negative
اُلو,negative
اُمس,negative
اُمم,negative
اُوت,negative
اِبل,negative
اِبن,negative
اِثم,negative
ابنا,negative
ابھر,negative
ابیخ,negative
اپھل,negative
اتلی,negative
اٹکا,negative
اثیم,negative
اجڈّ,negative
اجگر,negative
اجہل,negative
اجیر,negative
اچار,negative
اچیت,negative
احدی,negative
احمص,negative
اخفا,negative
اخگر,negative
ادنا,negative
ادیم,negative
اڈّا,negative
اڈیک,negative
اذان,negative
اربع,negative
ارذل,negative
ارزل,negative
ارسن,negative
ارمل,negative
اروس,negative
اڑاس,negative
اڑنا,negative
اڑنگ,negative
ازبک,negative
ازدر,negative
اژدر,negative
اسدھ,negative
اسکن,negative
اشدھ,negative
اشرّ,negative
اشلک,negative
اشیا,negative
اصغر,negative
اصفر,negative
اظلم,negative
اعضا,negative
اغوا,negative
افیم,negative
اقبل,negative
اقصا,negative
اکھڑ,negative
اگلی,negative
اگوا,negative
الاغ,negative
الاؤ,negative
النگ,negative
الہڑ,negative
الوپ,negative
امام,negative
امبہ,negative
امکہ,negative
انبہ,negative
انتر,negative
انٹی,negative
اندھ,negative
انیر,negative
اواڑ,negative
اوبڑ,negative
اوسر,negative
اوقر,negative
اولڈ,negative
اولش,negative
اونٹ,negative
اویر,negative
ایتر,negative
ایسڈ,negative
اینک,negative
آتشک,negative
آرزم,negative
آرگن,negative
آروپ,negative
آڑھت,negative
آشرم,negative
آکڑا,negative
آکڑی,negative
آمرہ,negative
آنچل,negative
آنسو,negative
آنگن,negative
آویش,negative
آیات,negative
بَرّ,negative
بَست,negative
بَلا,negative
بَلی,negative
بَیر,negative
بُخل,negative
بُرا,negative
بُرش,negative
بُغض,negative
بُھس,negative
بُوم,negative
بِیٹ,negative
بِیس,negative
باچھ,negative
باڈی,negative
بارا,negative
باڑا,negative
باڑھ,negative
باڑی,negative
باسا,negative
باطن,negative
باکس,negative
باگا,negative
بالش,negative
بالے,negative
‏بان,negative
بائی,negative
بباد,negative
بتّی,negative
بٹّہ,negative
بٹاؤ,negative
بجکم,negative
بجلی,negative
بجنا,negative
بچپن,negative
بچڑا,negative
بچلم,negative
بحری,negative
بدّل,negative
بدّو,negative
بدخو,negative
بدرا,negative
بدظن,negative
بدلا,negative
بدھک,negative
بدوں,negative
بدون,negative
بدوی,negative
بدیس,negative
بڈھا,negative
بڈھی,negative
بذیّ,negative
براز,negative
برپا,negative
برڈن,negative
برزخ,negative
برسی,negative
برقع,negative
برنج,negative
برنن,negative
برہا,negative
برون,negative
برید,negative
بسمل,negative
بصوہ,negative
بطال,negative
بطان,negative
بطنی,negative
بعیر,negative
بغیر,negative
بکٹا,negative
بکسا,negative
بگلا,negative
بگنگ,negative
بلغم,negative
بلکن,negative
بلند,negative
بلوہ,negative
بلید,negative
بلیک,negative
بمبا,negative
بنّے,negative
بندک,negative
بنرا,negative
بنسی,negative
بہرہ,negative
بہکا,negative
بہلی,negative
بہیر,negative
بھاٹ,negative
بھار,negative
بھاڑ,negative
بھاگ,negative
بھان,negative
بھبک,negative
بھٹی,negative
بھڑک,negative
بھنڈ,negative
بھنگ,negative
بھیت,negative
بھیڈ,negative
بھیک,negative
بھیل,negative
بوبا,negative
بوبک,negative
بوتل,negative
بودم,negative
بورا,negative
بوشہ,negative
بولا,negative
بومہ,negative
بوند,negative
بونی,negative
بےآڑ,negative
بےبس,negative
بےتک,negative
بےجا,negative
بےحس,negative
بےحل,negative
بےدل,negative
بےدم,negative
بےزر,negative
بےکس,negative
بےکل,negative
بیجا,negative
بیدا,negative
بیرق,negative
بیڑی,negative
بیزن,negative
بیکل,negative
بیگم,negative
بینن,negative
بیہڑ,negative
بیوہ,negative
پَست,negative
پَشم,negative
پَیک,negative
پَین,negative
پُتر,negative
پِسر,negative
پِھٹ,negative
پِھش,negative
پِیچ,negative
پِیر,negative
پِیس,negative
پاتر,negative
پادو,negative
پارٹ,negative
پارک,negative
پاشا,negative
پانچ,negative
پاند,negative
پتلی,negative
پٹّا,negative
پٹڑا,negative
پٹڑی,negative
پٹکن,negative
پخنا,negative
پدنا,negative
پرجا,negative
پرسا,negative
پرسش,negative
پرلو,negative
پرنم,negative
پرون,negative
پڑاؤ,negative
پڑوا,negative
پساؤ,negative
پسرک,negative
پشیز,negative
پلّا,negative
پلّو,negative
پلاس,negative
پلٹن,negative
پلیس,negative
پنچہ,negative
پنڈا,negative
پنسل,negative
پنکھ,negative
پہجے,negative
پہیا,negative
پھان,negative
پھٹا,negative
پھٹن,negative
پھکڑ,negative
پھلک,negative
پھوٹ,negative
پھوس,negative
پھوگ,negative
پھیٹ,negative
پوتا,negative
پورچ,negative
پوشش,negative
پیاز,negative
پیاش,negative
پیٹا,negative
پیٹو,negative
پیچا,negative
پیچش,negative
پیچھ,negative
پیدل,negative
پیزق,negative
پیغو,negative
تَلا,negative
تُرش,negative
تُلا,negative
تُند,negative
تُنک,negative
تُھو,negative
تِلک,negative
تِیر,negative
تابع,negative
تاخت,negative
تاڑی,negative
تاسہ,negative
تاشا,negative
تاشہ,negative
تاگہ,negative
تالو,negative
تالی,negative
تامل,negative
تاہم,negative
تاوا,negative
تاول,negative
تبدل,negative
تبعی,negative
تپاک,negative
تپپڑ,negative
تتلی,negative
تجرد,negative
تختی,negative
تراب,negative
تراس,negative
ترسا,negative
ترشہ,negative
تریڑ,negative
تسمہ,negative
تشتت,negative
تشکک,negative
تشنک,negative
تصنع,negative
تضیع,negative
تعرض,negative
تعفن,negative
تغلب,negative
تفُل,negative
تقیہ,negative
تکان,negative
تکڑی,negative
تلام,negative
تلپٹ,negative
تلخہ,negative
تلفی,negative
تنبا,negative
تنبک,negative
تندر,negative
تندی,negative
تننا,negative
تنور,negative
تہمت,negative
تہمد,negative
تھاپ,negative
تھاں,negative
تھان,negative
تھپڑ,negative
تھڑا,negative
تھوک,negative
توتا,negative
توند,negative
تیّہ,negative
تیبا,negative
تیرہ,negative
تیغا,negative
تیغہ,negative
تیلی,negative
تیون,negative
ٹَکا,negative
ٹِھر,negative
ٹِیس,negative
ٹِیم,negative
ٹاکی,negative
ٹانچ,negative
ٹانڈ,negative
ٹاؤٹ,negative
ٹائم,negative
ٹپکا,negative
ٹپکی,negative
ٹپنا,negative
ٹٹّی,negative
ٹٹول,negative
ٹریپ,negative
ٹسوا,negative
ٹکّر,negative
ٹکڑے,negative
ٹکڑی,negative
ٹنٹا,negative
ٹہنی,negative
ٹھٹھ,negative
ٹھوٹ,negative
ٹھیا,negative
ٹھیس,negative
ٹوبا,negative
ٹوٹن,negative
ٹوچا,negative
ٹوڈی,negative
ٹولا,negative
ٹولے,negative
ٹونا,negative
ٹونٹ,negative
ٹیبل,negative
ٹیرا,negative
ٹیڑھ,negative
ٹینٹ,negative
ٹینی,negative
ٹیوب,negative
ثُفل,negative
ثِقل,negative
ثریٰ,negative
ثملہ,negative
ثؤبا,negative
جَلا,negative
جَلن,negative
جَھل,negative
جَوّ,negative
جَوف,negative
جُبہ,negative
جُدھ,negative
جُرح,negative
جُرم,negative
جُوق,negative
جِلد,negative
جاتی,negative
جادو,negative
جالا,negative
جامہ,negative
جائع,negative
جبار,negative
جباں,negative
جبلت,negative
جپنا,negative
جثّہ,negative
جحیم,negative
جدار,negative
جدال,negative
جذام,negative
جرّہ,negative
جرگہ,negative
جزبز,negative
جزور,negative
جفتہ,negative
جکڑا,negative
جلاد,negative
جلال,negative
جلدہ,negative
جمری,negative
جنتر,negative
جنوں,negative
جہول,negative
جھاڑ,negative
جھاگ,negative
جھپٹ,negative
جھجک,negative
جھچک,negative
جھرپ,negative
جھڑن,negative
جھکا,negative
جھکی,negative
جھلا,negative
جھنڈ,negative
جھوڑ,negative
جوگا,negative
جوگی,negative
جوہڑ,negative
جیئر,negative
چَپت,negative
چَسک,negative
چَھج,negative
چُغا,negative
چُغد,negative
چُنٹ,negative
چُنج,negative
چُھٹ,negative
چُول,negative
چُون,negative
چِرک,negative
چِیر,negative
چِیک,negative
چِیں,negative
چِین,negative
چاتر,negative
چادر,negative
چاڑا,negative
چاڑہ,negative
چپکا,negative
چتّی,negative
چتلا,negative
چخیا,negative
چراغ,negative
چربہ,negative
چرنی,negative
چڑچڑ,negative
چڑیل,negative
چغلی,negative
چکّا,negative
چکّٹ,negative
چکّر,negative
چکرّ,negative
چکرا,negative
چکمہ,negative
چکور,negative
چلّا,negative
چلاک,negative
چلتر,negative
چلنت,negative
چمار,negative
چمپت,negative
چمچہ,negative
چمڑی,negative
چنبر,negative
چنتا,negative
چنگل,negative
چنیا,negative
چہار,negative
چھپر,negative
چھٹن,negative
چھرا,negative
چھڑی,negative
چھکڑ,negative
چھلک,negative
چھیا,negative
چھیپ,negative
چھیڑ,negative
چوٹا,negative
چورا,negative
چورن,negative
چوسا,negative
چوغا,negative
چولا,negative
چونچ,negative
چیِن,negative
چیپی,negative
چیرا,negative
چیکٹ,negative
چیلا,negative
چیلی,negative
چینا,negative
چینت,negative
چینٹ,negative
چیند,negative
حَرب,negative
حَیز,negative
حُجت,negative
حُزن,negative
حُمق,negative
حِرص,negative
حِزب,negative
حِقہ,negative
حاجز,negative
حادث,negative
حالی,negative
حائط,negative
حجتی,negative
حرصی,negative
حرقہ,negative
حطمہ,negative
حلّت,negative
حمار,negative
حمرہ,negative
حنجر,negative
حوضہ,negative
حیطہ,negative
خَلا,negative
خُبث,negative
خُشک,negative
خادع,negative
خارب,negative
خاطی,negative
خالی,negative
خامہ,negative
خجلت,negative
خداع,negative
خدنگ,negative
خردہ,negative
خرقہ,negative
خریف,negative
خزاں,negative
خسّت,negative
خشیت,negative
خصّی,negative
خصوص,negative
خفّت,negative
خلّہ,negative
خمسہ,negative
خناق,negative
خنجر,negative
خندق,negative
خندک,negative
خندی,negative
خوجہ,negative
خیزش,negative
خیزی,negative
خیلا,negative
دَغا,negative
دَہا,negative
دَہن,negative
دَھپ,negative
دَوڑ,negative
دَین,negative
دُرد,negative
دُزد,negative
دُشت,negative
دُکھ,negative
دُگن,negative
دُہن,negative
دُھت,negative
دُھس,negative
دُوت,negative
دُود,negative
دُون,negative
داغی,negative
دائر,negative
دبّو,negative
دبدا,negative
دبکی,negative
دبلا,negative
دبیل,negative
درار,negative
دراڑ,negative
دردا,negative
درند,negative
درہم,negative
دڑکی,negative
دزدی,negative
دژخو,negative
دستہ,negative
دستو,negative
دشتی,negative
دشنہ,negative
دفتر,negative
دلال,negative
دمار,negative
دنبل,negative
دنگل,negative
دہاڑ,negative
دھاڑ,negative
دھبا,negative
دھپا,negative
دھجا,negative
دھجی,negative
دھڑا,negative
دھڑک,negative
دھسن,negative
دھند,negative
دھنس,negative
دوات,negative
دوبد,negative
دورم,negative
دوہا,negative
دوئی,negative
دیہہ,negative
دیوث,negative
دیوس,negative
ڈَلا,negative
ڈَیم,negative
ڈُشٹ,negative
ڈِنر,negative
ڈابر,negative
ڈاکن,negative
ڈاکی,negative
ڈاہی,negative
ڈبکی,negative
ڈراپ,negative
ڈکّا,negative
ڈکرا,negative
ڈکیت,negative
ڈلیا,negative
ڈنڈا,negative
ڈنگر,negative
ڈھیٹ,negative
ڈھیم,negative
ڈوپے,negative
ڈیلا,negative
ڈینٹ,negative
ڈینگ,negative
ڈئیر,negative
ذَنب,negative
ذکاء,negative
ذلّت,negative
ذہول,negative
ذیلی,negative
رَگڑ,negative
رَیس,negative
راپڑ,negative
راتب,negative
راجع,negative
راجل,negative
راحل,negative
راکب,negative
راکھ,negative
رانڈ,negative
راوق,negative
رایت,negative
ربصہ,negative
رپھڑ,negative
ردّی,negative
رساو,negative
رضاض,negative
رعثہ,negative
رعشہ,negative
رعیت,negative
رفتہ,negative
رقعہ,negative
رقوب,negative
رکاؤ,negative
رلاؤ,negative
رمنا,negative
رنبق,negative
رنڈی,negative
رہڑا,negative
رہڑہ,negative
رہزن,negative
رہنا,negative
رواژ,negative
روتا,negative
رونہ,negative
رویت,negative
روئے,negative
ریپٹ,negative
ریزے,negative
رینٹ,negative
زَہم,negative
زادہ,negative
زانی,negative
زائے,negative
زعزع,negative
زغند,negative
زلّہ,negative
زمرہ,negative
زنخا,negative
زوئے,negative
زیان,negative
زینہ,negative
ژورہ,negative
سَہک,negative
سَون,negative
سُبک,negative
سُست,negative
سُفل,negative
سُؤر,negative
سِرّ,negative
سِڑی,negative
سِکہ,negative
ساحل,negative
سارق,negative
سارک,negative
سارم,negative
ساری,negative
ساڑی,negative
سازج,negative
ساغب,negative
سافل,negative
سالن,negative
سانن,negative
سائر,negative
سبھا,negative
سپاہ,negative
سپوت,negative
سترگ,negative
سٹاف,negative
سٹاک,negative
سٹیم,negative
سحار,negative
سدرہ,negative
سدیف,negative
سرحد,negative
سرقہ,negative
سرمن,negative
سروق,negative
سستے,negative
سفال,negative
سفتہ,negative
سفلے,negative
سفوف,negative
سفیہ,negative
سقاط,negative
سقوط,negative
سکڑا,negative
سکڑن,negative
سکنہ,negative
سکیچ,negative
سکیل,negative
سگاف,negative
سگڑی,negative
سلاح,negative
سلاخ,negative
سلور,negative
سمبل,negative
سمیت,negative
سنسر,negative
سنگہ,negative
سہما,negative
سہوہ,negative
سوار,negative
سوجا,negative
سورا,negative
سولی,negative
سویا,negative
سیاف,negative
سیما,negative
سینٹ,negative
سیوک,negative
شِکن,negative
شاطر,negative
شبکہ,negative
شبہہ,negative
شبھر,negative
شدّت,negative
شرکر,negative
شعبہ,negative
شعلہ,negative
شفرہ,negative
شکّی,negative
شکرا,negative
شکرہ,negative
شکوک,negative
شلاق,negative
شمیم,negative
شنبہ,negative
شنیع,negative
شیتہ,negative
شیشہ,negative
شیکن,negative
صِغر,negative
صابر,negative
صافی,negative
صائم,negative
صباء,negative
صققہ,negative
صلیب,negative
صنفی,negative
ضِدّ,negative
ضّدی,negative
ضدّی,negative
ضریر,negative
ضلال,negative
ضمنی,negative
ضیاع,negative
ضیغم,negative
طالح,negative
طامع,negative
طبقہ,negative
طرّہ,negative
طعنہ,negative
طفلی,negative
طلاق,negative
طماع,negative
طواف,negative
طینت,negative
ظُلم,negative
ظُہر,negative
ظلمی,negative
عَرف,negative
عَلم,negative
عُذر,negative
عِلل,negative
عافر,negative
عامی,negative
عائد,negative
عدُو,negative
عسکر,negative
عصبی,negative
عطلہ,negative
عفاۃ,negative
عقاب,negative
عقیم,negative
علّت,negative
عملہ,negative
عنید,negative
عیال,negative
عینک,negative
عیوب,negative
غاصب,negative
غانہ,negative
غرّا,negative
غرغر,negative
غرفہ,negative
غرقی,negative
غریش,negative
غزال,negative
غزوہ,negative
غصّہ,negative
غضبی,negative
غلاف,negative
غماز,negative
غماض,negative
غمام,negative
غمیں,negative
غنڈہ,negative
غوطہ,negative
غوغہ,negative
غیبت,negative
فاجہ,negative
فاشا,negative
فالج,negative
فتال,negative
فراڈ,negative
فرقے,negative
فرنٹ,negative
فصیل,negative
فغاں,negative
فلاک,negative
فوبک,negative
فوری,negative
فیتہ,negative
قُرط,negative
قِدر,negative
قابض,negative
قبضہ,negative
قتال,negative
قدغن,negative
قراض,negative
قروے,negative
قریہ,negative
قزاق,negative
قزعہ,negative
قشقہ,negative
قطار,negative
قطرہ,negative
قطرے,negative
قلّت,negative
قلاب,negative
قلاش,negative
قلعہ,negative
قمچی,negative
قنوط,negative
کُدو,negative
کُند,negative
کُہر,negative
کُوب,negative
کُوڑ,negative
کُوس,negative
کُول,negative
کاتر,negative
کاٹو,negative
کارد,negative
کارڈ,negative
کارک,negative
کارو,negative
کازہ,negative
کاغذ,negative
کاکل,negative
کالب,negative
کالم,negative
کامخ,negative
کانا,negative
کاوا,negative
کاوٹ,negative
کایا,negative
کببک,negative
کبسی,negative
کپٹی,negative
کپڑا,negative
کپڑے,negative
کترن,negative
کتھا,negative
کٹار,negative
کٹاؤ,negative
کٹڑا,negative
کٹیا,negative
کثاۃ,negative
کثعہ,negative
کجّا,negative
کچیل,negative
کدال,negative
کذاب,negative
کرپٹ,negative
کریک,negative
کزنک,negative
کسّی,negative
کسفہ,negative
کعبت,negative
کلّر,negative
کلاس,negative
کلاہ,negative
کلغی,negative
کلند,negative
کلنک,negative
کلہڑ,negative
کلوخ,negative
کمِی,negative
کمپن,negative
کملا,negative
کمند,negative
کمیت,negative
کمیں,negative
کمین,negative
کنجر,negative
کندک,negative
کندھ,negative
کنڈا,negative
کنکر,negative
کنول,negative
کہول,negative
کھاٹ,negative
کھاج,negative
کھاؤ,negative
کھٹک,negative
کھٹے,negative
کھچا,negative
کھوٹ,negative
کھوہ,negative
کھیت,negative
کوچک,negative
کوچی,negative
کوڑھ,negative
کوڑے,negative
کوزہ,negative
کولہ,negative
کیڑا,negative
گُرو,negative
گُنگ,negative
گِٹا,negative
گِلہ,negative
گِھن,negative
گاڈی,negative
گارا,negative
گاری,negative
گاڑی,negative
گائے,negative
گپھا,negative
گتکا,negative
گٹّا,negative
گٹکی,negative
گٹھا,negative
گٹھت,negative
گٹھڑ,negative
گدام,negative
گدڑا,negative
گدکا,negative
گدلا,negative
گڈمڈ,negative
گرّی,negative
گرچہ,negative
گردک,negative
گروپ,negative
گریو,negative
گڑبڑ,negative
گزاف,negative
گشنہ,negative
گلّہ,negative
گلوچ,negative
گندھ,negative
گنڈے,negative
گھاگ,negative
گھٹا,negative
گھٹت,negative
گھٹن,negative
گھسا,negative
گودا,negative
گوکا,negative
گولہ,negative
گومڑ,negative
گوہر,negative
گیدی,negative
گیسو,negative
لَوث,negative
لُچا,negative
لُغز,negative
لُوٹ,negative
لُوخ,negative
لِیر,negative
لادی,negative
لاگڑ,negative
لالے,negative
لانگ,negative
لائن,negative
لبید,negative
لپّڑ,negative
لتّا,negative
لتاک,negative
لٹکا,negative
لٹکن,negative
لچّا,negative
لچپن,negative
لچھن,negative
لحاف,negative
لحیم,negative
لرزش,negative
لڑکے,negative
لڑکی,negative
لڑیت,negative
لسّی,negative
لشکر,negative
لشکم,negative
لطخہ,negative
لطمہ,negative
لعوق,negative
لغام,negative
لقمہ,negative
لکڑی,negative
لکیر,negative
لگّا,negative
لگان,negative
لمبی,negative
لنڈا,negative
لہرو,negative
لہنا,negative
لولا,negative
لوید,negative
لیچڑ,negative
لیڈر,negative
لیور,negative
مَیل,negative
مُٹھ,negative
مُسن,negative
مُشت,negative
مُضر,negative
مارو,negative
ماڑا,negative
مانڈ,negative
متبع,negative
مٹکا,negative
مجال,negative
مجلس,negative
مجلہ,negative
مجمر,negative
مچان,negative
محرف,negative
محشر,negative
محفل,negative
مخرب,negative
مخنث,negative
مخنی,negative
مخول,negative
مدار,negative
مدغم,negative
مدہم,negative
مدید,negative
مڈّی,negative
مرام,negative
مرقع,negative
مروڑ,negative
مزمن,negative
مستی,negative
مسحا,negative
مسرف,negative
مشرک,negative
مشین,negative
مصاف,negative
مضحک,negative
مضطر,negative
مضمر,negative
معاد,negative
معجر,negative
معطل,negative
معمہ,negative
مقبض,negative
مقری,negative
مقعد,negative
مقلد,negative
مقنع,negative
مقید,negative
مکین,negative
ملّت,negative
ملال,negative
ملاؤ,negative
ملبے,negative
منجا,negative
منجی,negative
مندا,negative
منڈی,negative
منسر,negative
منقل,negative
مہرہ,negative
مہنا,negative
موڈی,negative
موذی,negative
موضع,negative
میان,negative
میرز,negative
میشا,negative
میگھ,negative
مینا,negative
مینڈ,negative
نَرد,negative
نَزع,negative
ناٹا,negative
ناٹک,negative
ناٹی,negative
نازا,negative
ناعی,negative
نالا,negative
نامہ,negative
ناند,negative
ناوک,negative
نائک,negative
نائم,negative
نائے,negative
نبرد,negative
نٹپک,negative
نجدی,negative
نجیث,negative
نچان,negative
نچڑا,negative
نچنت,negative
نخرا,negative
نخوت,negative
نخیز,negative
ندّی,negative
ندوہ,negative
نذیر,negative
نراد,negative
نراس,negative
نرغہ,negative
نرکی,negative
نرلج,negative
نزاع,negative
نزلہ,negative
نزول,negative
نسیہ,negative
نشتر,negative
نشست,negative
نشئی,negative
نصرت,negative
نعاج,negative
نعرے,negative
نعوظ,negative
نغزک,negative
نغیل,negative
نفاخ,negative
نفطہ,negative
نقال,negative
نقطہ,negative
نقوش,negative
نکہت,negative
نگہت,negative
نگوں,negative
نلکی,negative
نلیا,negative
نمار,negative
نمبر,negative
ننگا,negative
ننھا,negative
نہاد,negative
نہار,negative
نہنگ,negative
نہیں,negative
نوچی,negative
نوحہ,negative
نوشہ,negative
نوشی,negative
نیام,negative
نیچہ,negative
ہَول,negative
ہِین,negative
ہادی,negative
ہارا,negative
ہاگل,negative
ہالا,negative
ہانک,negative
ہاؤس,negative
ہتّا,negative
ہتھی,negative
ہٹّی,negative
ہجرت,negative
ہڈّی,negative
ہرزہ,negative
ہریا,negative
ہزار,negative
ہزبر,negative
ہلّڑ,negative
ہلّہ,negative
ہلاک,negative
ہلڑّ,negative
ہنٹر,negative
ہنگر,negative
ہودر,negative
ہونی,negative
ہیٹی,negative
ہیزم,negative
واپس,negative
واچک,negative
وٹاّ,negative
وثبہ,negative
وثنی,negative
ورطہ,negative
ورنہ,negative
وریز,negative
وعید,negative
وقتی,negative
وقعت,negative
وقفے,negative
وقود,negative
وقیح,negative
وہیل,negative
ویرگ,negative
ویلا,negative
یَاغ,negative
یُدھ,negative
یانا,negative
یاوہ,negative
یخنی,negative
یغما,negative
اَڑ,negative
اَغ,negative
اُف,negative
اتی,negative
اثم,negative
اجل,negative
